Epoch,G Loss,D Loss,Validation Loss
1,8.178725476358451,1.283426086775729,7.1656412336561415
2,7.0252781061231255,1.1861225550248176,7.2730533017052545
3,6.802599074793797,1.1198338567375803,6.884073215060764
4,6.732632913509337,1.0606892618144594,6.508026064766778
5,6.6057894877692895,0.9887391998320401,6.613879373338487
6,6.585358978987408,0.9304499080201157,6.557685942120022
7,6.440445845200568,0.8965797512805095,6.32658814324273
8,6.440948615888922,0.8529267529813516,6.185832813051012
9,6.354248768141289,0.8289547671123045,6.831447887420654
10,6.357546788971631,0.9072178585522649,6.406893343395657
11,6.289334564315839,0.8743717162882915,6.3470205042097305
12,6.28381925337121,0.8306009140001291,6.476459333631728
13,6.244648455237808,0.8178049718298498,6.308079242706299
14,6.18879265745147,0.8040034348557309,6.348112042744955
15,6.15207129833745,0.8713123517877915,6.134913804796007
16,6.122807067315452,1.0231685706881248,6.190606360965305
17,6.1606149379612685,0.9717071493800614,5.912557310528225
18,6.010508718944731,1.0362435176926834,5.9903558360205755
19,6.022871729372596,0.9936853974473243,6.038757265938653
20,5.997154059530306,1.0136553541618902,6.004247442881266
21,5.910234715758252,1.0812649251032276,6.2236221631368
22,5.920289744849966,1.016603058459712,6.586045000288221
23,5.910832121926529,1.0457747980994003,5.994635179307726
24,5.902393238217223,1.0058824226301926,5.79170241355896
25,5.860444219840341,0.9959516319908014,6.155653095245361
26,5.872499294975559,0.9961699696482063,5.963029289245606
27,5.821223234929958,0.996005346127251,5.69498430887858
28,5.791231558770359,0.9405832627908188,6.275997675789727
29,5.832867221671994,0.9513427097590363,5.846939431296454
30,5.79837565061425,1.0494952086641007,5.994917005962796
31,5.799342214226389,0.9634307472645736,6.002595308091905
32,5.766404103832085,0.9277671256653067,6.123916610081991
33,5.783734505917845,0.9009730496994254,5.958813614315456
34,5.74158164165935,0.9237634414384345,5.802708254920112
35,5.739758515558323,0.918565327212924,5.952159950468276
36,5.6958428177179075,0.9080313818127501,5.9333500915103485
37,5.706759480869069,0.8839116195002857,5.854142898983426
38,5.717113791393633,0.8589959725612352,5.81716676818
39,5.66142233146005,0.8905744530907532,6.401122792561849
40,5.667726886706526,0.8838320346105666,5.7075676229265
41,5.613235066250927,0.868838201884796,5.924814112981161
42,5.605525412145449,0.8474382801550109,6.021141131718953
43,5.590372264552183,0.8571187805394832,6.110017702314589
44,5.575526412461652,0.8347710270841583,5.773324415418837
45,5.542423256305086,0.8439379322762582,6.006711626052857
46,5.518652467166676,0.8392689268128211,5.9191496319241
47,5.472011133402336,0.8619033699276066,6.111094077428182
48,5.482008017745673,0.8526264170304734,5.918409612443712
49,5.450330938611712,0.8093206662089885,6.070622656080458
50,5.451964545316723,0.8331771808512071,6.002388207117717
51,5.355080075624611,0.8075570113518659,5.957826540205214
52,5.38068614286535,0.8122840034527605,5.8780289649963375
53,5.320417356090386,0.8241914654312348,6.033578072653876
54,5.307300464779723,0.8299926694701699,5.916766495174832
55,5.31283146593751,0.8026572322311187,6.034352487987942
56,5.269589241145372,0.7956800006684803,5.863220818837484
57,5.254784196698699,0.8107057505962896,6.005271710289849
58,5.216839969325132,0.8211654436354544,5.98000169330173
59,5.171567409312358,0.8075129818849537,5.844029235839844
60,5.125814575441077,0.8193282032547211,6.170225683848063
61,5.125522128674162,0.7877728803818967,5.80407387415568
62,5.091035102929721,0.8084967709055134,6.037198464075725
63,5.073341204004795,0.7864865368487788,6.0363735781775585
64,5.036519799913679,0.7811773778343735,6.310101736916436
65,4.995564885500099,0.7426305366497413,5.905234432220459
66,4.961094144345665,0.7584764004087582,6.144910838868883
67,4.971254836277468,0.8043975516193721,5.931456481085883
68,4.896433519048183,0.7541177458121997,6.368449640274048
69,4.888097690934894,0.7601518175181221,6.26542460653517
70,4.872501962325153,0.7869104365674722,6.031905131869846
71,4.818462431931696,0.7521920872001755,6.015363719728258
72,4.83248912854021,0.7461177180795109,6.277570215861003
73,4.793341877079811,0.7265846579014754,6.040101782480876
74,4.797486495570976,0.7293785570048484,6.350790786743164
75,4.794766878881374,0.7507080804734003,6.098391564687093
76,4.703134695688884,0.7146703550795547,5.974850108888414
77,4.731288019682513,0.7287599664776265,5.928817780812581
78,4.693108290183444,0.7406450484981056,6.073470799128215
79,4.662531088046333,0.7464748066680438,5.913170883390639
80,4.650222695508257,0.730914694922311,6.249300554063585
81,4.605347632026138,0.7310264559687019,6.229824776119656
82,4.6366143967925,0.719469860655253,6.0171086682213675
83,4.604273484868496,0.8107073732784816,6.007935073640612
84,4.522770037504137,0.7245114959922492,5.842183865441216
85,4.554758845924997,0.7306388958829457,5.951193809509277
86,4.6093212329372975,0.7508765749570703,6.226513242721557
87,4.586924574956172,0.7593208462918172,6.123102304670546
88,4.54860406229142,0.7284981408039061,6.016545920901828
89,4.5150062864234135,0.7116233197246947,6.187653292549981
90,4.500564315405881,0.763733723918263,6.0616557968987355
91,4.476142043826961,0.7315383279690889,6.0378029717339405
92,4.463608648262772,0.7156640907295612,5.893531635072496
93,4.443166430256948,0.6980222281621618,6.107782098982069
94,4.430315145925314,0.7063426741031038,6.225850025812785
95,4.405165586818834,0.6836116717977017,6.360921510060629
96,4.419413704832061,0.6882493257188663,6.0587693479326035
97,4.399080719934458,0.7061226366280842,6.124069595336914
98,4.37924146385086,0.6870707408720705,6.109736733966404
99,4.358431615081488,0.6930273013288567,6.0884571658240425
100,4.354214420505598,0.690740905055145,6.028651650746664
